Gene_name,Gene_name,biotype,gene_length,Ensembl_ID
Alh,Alh,protein_coding,9675,FBgn0261238
lncRNA:CR45906,lncRNA:CR45906,ncRNA,253,FBgn0267566
Mlp84B,Mlp84B,protein_coding,3136,FBgn0014863
CG10098,CG10098,protein_coding,1532,FBgn0037472
CG10068,CG10068,protein_coding,1657,FBgn0037473
CR42875,CR42875,pseudogene,859,FBgn0262149
CG31248,CG31248,protein_coding,977,FBgn0051248
tRNA:Gly-TCC-1-1,tRNA:Gly-TCC-1-1,tRNA,72,FBgn0051494
tRNA:Gly-TCC-1-2,tRNA:Gly-TCC-1-2,tRNA,72,FBgn0051491
CG31493,CG31493,protein_coding,1019,FBgn0051493
Fer1,Fer1,protein_coding,1452,FBgn0037475
asRNA:CR42738,asRNA:CR42738,ncRNA,693,FBgn0261702
CG14610,CG14610,protein_coding,513,FBgn0037477
CG2656,CG2656,protein_coding,1016,FBgn0037478
gfzf,gfzf,protein_coding,3958,FBgn0250732
Sas-4,Sas-4,protein_coding,2802,FBgn0011020
MAGE,MAGE,protein_coding,943,FBgn0037481
asRNA:CR45909,asRNA:CR45909,ncRNA,892,FBgn0267569
sas,sas,protein_coding,6236,FBgn0002306
CG10055,CG10055,protein_coding,2422,FBgn0037482
lap,lap,protein_coding,6158,FBgn0086372
CG14609,CG14609,protein_coding,2081,FBgn0037483
CG1288,CG1288,protein_coding,1725,FBgn0250845
CG14606,CG14606,protein_coding,1925,FBgn0037485
CG14605,CG14605,protein_coding,1532,FBgn0037486
thw,thw,protein_coding,4222,FBgn0037487
CG14607,CG14607,protein_coding,1472,FBgn0037488
CG1234,CG1234,protein_coding,2572,FBgn0037489
CG10053,CG10053,protein_coding,982,FBgn0037490
CG1227,CG1227,protein_coding,1415,FBgn0037491
CG10050,CG10050,protein_coding,1894,FBgn0037492
Obp84a,Obp84a,protein_coding,817,FBgn0011282
Gld,Gld,protein_coding,2899,FBgn0001112
lncRNA:CR44338,lncRNA:CR44338,ncRNA,853,FBgn0265426
Syt4,Syt4,protein_coding,3103,FBgn0028400
CR10032,CR10032,pseudogene,813,FBgn0037493
rn,rn,protein_coding,6273,FBgn0267337
lncRNA:CR44333,lncRNA:CR44333,ncRNA,366,FBgn0265421
RacGAP84C,RacGAP84C,protein_coding,1495,FBgn0045843
CG42544,CG42544,protein_coding,363,FBgn0260713
lncRNA:CR44334,lncRNA:CR44334,ncRNA,521,FBgn0265422
lncRNA:CR46130,lncRNA:CR46130,ncRNA,263,FBgn0267805
CG10029,CG10029,protein_coding,1380,FBgn0037498
lncRNA:CR46299,lncRNA:CR46299,ncRNA,654,FBgn0283626
lncRNA:CR46224,lncRNA:CR46224,ncRNA,245,FBgn0267944
CG44335,CG44335,protein_coding,863,FBgn0265423
lncRNA:TS14,lncRNA:TS14,ncRNA,701,FBgn0265424
lncRNA:CR44337,lncRNA:CR44337,ncRNA,503,FBgn0265425
CG31496,CG31496,protein_coding,1030,FBgn0051496
nxf4,nxf4,protein_coding,1107,FBgn0051501
CG43290,CG43290,protein_coding,584,FBgn0262982
CG17944,CG17944,protein_coding,756,FBgn0037500
Mst84Dd,Mst84Dd,protein_coding,415,FBgn0004175
Mst84Dc,Mst84Dc,protein_coding,363,FBgn0004174
Mst84Db,Mst84Db,protein_coding,415,FBgn0004173
Mst84Da,Mst84Da,protein_coding,358,FBgn0004172
MstProx,MstProx,protein_coding,3262,FBgn0015770
lncRNA:CR45560,lncRNA:CR45560,ncRNA,876,FBgn0267120
CG42650,CG42650,protein_coding,765,FBgn0261502
Ir84a,Ir84a,protein_coding,1935,FBgn0037501
CR46300,CR46300,pseudogene,1560,FBgn0283627
wa-cup,wa-cup,protein_coding,1878,FBgn0037502
CG14598,CG14598,protein_coding,1230,FBgn0037503
tRNA:Val-CAC-2-1,tRNA:Val-CAC-2-1,tRNA,73,FBgn0011999
mir-4950,mir-4950,pre_miRNA,92,FBgn0263565
tRNA:Val-CAC-2-2,tRNA:Val-CAC-2-2,tRNA,73,FBgn0011998
lncRNA:CR44934,lncRNA:CR44934,ncRNA,723,FBgn0266239
tRNA:Val-CAC-2-3,tRNA:Val-CAC-2-3,tRNA,73,FBgn0012000
CG1142,CG1142,protein_coding,911,FBgn0037504
scaRNA:MeU5-C46,scaRNA:MeU5-C46,snoRNA,316,FBgn0043853
snRNA:7SK,snRNA:7SK,snRNA,444,FBgn0065099
tRNA:Val-CAC-2-4,tRNA:Val-CAC-2-4,tRNA,73,FBgn0012001
alpha-Est10,alpha-Est10,protein_coding,2341,FBgn0015569
CG42656,CG42656,protein_coding,255,FBgn0261508
alpha-Est9,alpha-Est9,protein_coding,3455,FBgn0015577
Mics1,Mics1,protein_coding,1426,FBgn0037506
alpha-Est8,alpha-Est8,protein_coding,2646,FBgn0015576
Ubc84D,Ubc84D,protein_coding,637,FBgn0017456
alpha-Est7,alpha-Est7,protein_coding,2017,FBgn0015575
alpha-Est6,alpha-Est6,protein_coding,1836,FBgn0015574
alpha-Est4aPsi,alpha-Est4aPsi,pseudogene,1345,FBgn0027934
Rtnl2,Rtnl2,protein_coding,1026,FBgn0015831
alphaTub84D,alphaTub84D,protein_coding,1980,FBgn0003885
alpha-Est5,alpha-Est5,protein_coding,2490,FBgn0261393
alpha-Est4,alpha-Est4,protein_coding,1749,FBgn0015572
asRNA:CR46128,asRNA:CR46128,ncRNA,3438,FBgn0267803
alpha-Est3,alpha-Est3,protein_coding,1932,FBgn0015571
alpha-Est2,alpha-Est2,protein_coding,2141,FBgn0015570
asRNA:CR46129,asRNA:CR46129,ncRNA,408,FBgn0267804
alpha-Est1,alpha-Est1,protein_coding,2123,FBgn0015568
CG45545,CG45545,protein_coding,291,FBgn0267105
Nlg3,Nlg3,protein_coding,6650,FBgn0083963
lncRNA:CR44332,lncRNA:CR44332,ncRNA,409,FBgn0265420
Nlg1,Nlg1,protein_coding,6006,FBgn0051146
lncRNA:CR44260,lncRNA:CR44260,ncRNA,713,FBgn0265200
CG2616,CG2616,protein_coding,1820,FBgn0037512
CG43254,CG43254,protein_coding,491,FBgn0262899
lncRNA:CR44935,lncRNA:CR44935,ncRNA,601,FBgn0266240
pyd3,pyd3,protein_coding,1361,FBgn0037513
CG10919,CG10919,protein_coding,775,FBgn0037514
Sp7,Sp7,protein_coding,2372,FBgn0037515
CG11286,CG11286,protein_coding,838,FBgn0037516
lncRNA:CR46225,lncRNA:CR46225,ncRNA,555,FBgn0267945
lncRNA:CR46226,lncRNA:CR46226,ncRNA,274,FBgn0267946
CG18747,CG18747,protein_coding,1408,FBgn0042104
CG18745,CG18745,protein_coding,1567,FBgn0042102
CG18748,CG18748,protein_coding,1509,FBgn0042105
CG18746,CG18746,protein_coding,1487,FBgn0042103
CG10086,CG10086,protein_coding,1864,FBgn0037517
CG2641,CG2641,protein_coding,1510,FBgn0037518
CG18744,CG18744,protein_coding,1336,FBgn0042101
CG3014,CG3014,protein_coding,2573,FBgn0037519
CG18268,CG18268,protein_coding,1432,FBgn0037520
CG2993,CG2993,protein_coding,3935,FBgn0037521
sgll,sgll,protein_coding,1314,FBgn0051472
CG31473,CG31473,protein_coding,981,FBgn0051473
CG34384,CG34384,protein_coding,9058,FBgn0085413
CG17816,CG17816,protein_coding,7157,FBgn0037525
lncRNA:CR46127,lncRNA:CR46127,ncRNA,749,FBgn0267802
ArgRS-m,ArgRS-m,protein_coding,2748,FBgn0037526
mRpS9,mRpS9,protein_coding,1293,FBgn0037529
wtrw,wtrw,protein_coding,4367,FBgn0260005
EMC1,EMC1,protein_coding,3292,FBgn0037530
Taf7,Taf7,protein_coding,2261,FBgn0024909
Prat,Prat,protein_coding,2105,FBgn0004901
CG2846,CG2846,protein_coding,1210,FBgn0014930
CG2678,CG2678,protein_coding,2003,FBgn0014931
CG10445,CG10445,protein_coding,3399,FBgn0037531
lds,lds,protein_coding,3543,FBgn0002542
scaRNA:MeU2-C41,scaRNA:MeU2-C41,snoRNA,122,FBgn0261453
dsx,dsx,protein_coding,9053,FBgn0000504
CD98hc,CD98hc,protein_coding,2371,FBgn0037533
Os-C,Os-C,protein_coding,604,FBgn0010401
Sfp84E,Sfp84E,protein_coding,685,FBgn0259974
ELOVL,ELOVL,protein_coding,1974,FBgn0037534
lncRNA:CR46143,lncRNA:CR46143,ncRNA,1451,FBgn0267818
lncRNA:CR46142,lncRNA:CR46142,ncRNA,747,FBgn0267817
PIG-H,PIG-H,protein_coding,1091,FBgn0037535
Kmn2,Kmn2,protein_coding,580,FBgn0266598
CG2698,CG2698,protein_coding,3663,FBgn0037536
CG2767,CG2767,protein_coding,1309,FBgn0037537
CG11052,CG11052,protein_coding,830,FBgn0040524
CG3223,CG3223,protein_coding,1488,FBgn0037538
CG10435,CG10435,protein_coding,1822,FBgn0037539
Pbp95,Pbp95,protein_coding,2649,FBgn0037540
CG2747,CG2747,protein_coding,7468,FBgn0037541
ImpE3,ImpE3,protein_coding,1094,FBgn0001255
CG10903,CG10903,protein_coding,1263,FBgn0037543
CG11035,CG11035,protein_coding,1880,FBgn0037544
unc-45,unc-45,protein_coding,3987,FBgn0010812
lncRNA:CR44936,lncRNA:CR44936,ncRNA,1377,FBgn0266241
CG43060,CG43060,protein_coding,1196,FBgn0262362
CG43618,CG43618,protein_coding,225,FBgn0263596
CG43061,CG43061,protein_coding,329,FBgn0262363
mAChR-B,mAChR-B,protein_coding,4823,FBgn0037546
snoRNA:Me18S-G423,snoRNA:Me18S-G423,snoRNA,96,FBgn0086052
CG7910,CG7910,protein_coding,1976,FBgn0037547
lncRNA:CR44330,lncRNA:CR44330,ncRNA,417,FBgn0265418
CG7900,CG7900,protein_coding,1879,FBgn0037548
puc,puc,protein_coding,3171,FBgn0243512
lncRNA:CR44331,lncRNA:CR44331,ncRNA,1245,FBgn0265419
CG7878,CG7878,protein_coding,2375,FBgn0037549
CG9667,CG9667,protein_coding,883,FBgn0037550
Arl8,Arl8,protein_coding,1901,FBgn0037551
tRNA:Asn-GTT-1-10,tRNA:Asn-GTT-1-10,tRNA,74,FBgn0051583
tRNA:Arg-ACG-1-6,tRNA:Arg-ACG-1-6,tRNA,73,FBgn0011963
tRNA:Arg-ACG-1-7,tRNA:Arg-ACG-1-7,tRNA,73,FBgn0011962
tRNA:Arg-ACG-1-8,tRNA:Arg-ACG-1-8,tRNA,73,FBgn0011961
tRNA:Arg-ACG-1-9,tRNA:Arg-ACG-1-9,tRNA,73,FBgn0011960
tRNA:Arg-ACG-1-10,tRNA:Arg-ACG-1-10,tRNA,73,FBgn0011959
grn,grn,protein_coding,4090,FBgn0001138
lncRNA:CR43302,lncRNA:CR43302,ncRNA,392,FBgn0262994
lncRNA:CR43303,lncRNA:CR43303,ncRNA,452,FBgn0262995
CheA84a,CheA84a,protein_coding,582,FBgn0261290
CG7800,CG7800,protein_coding,1778,FBgn0037552
CG18249,CG18249,protein_coding,2043,FBgn0037553
lncRNA:CR45551,lncRNA:CR45551,ncRNA,6900,FBgn0267111
lncRNA:CR45550,lncRNA:CR45550,ncRNA,1249,FBgn0267110
asRNA:CR45549,asRNA:CR45549,ncRNA,620,FBgn0267109
DNApol-iota,DNApol-iota,protein_coding,3284,FBgn0037554
Ada2b,Ada2b,protein_coding,2636,FBgn0037555
CG9636,CG9636,protein_coding,2815,FBgn0037556
CG33722,CG33722,protein_coding,3593,FBgn0064126
CG18749,CG18749,protein_coding,3544,FBgn0042182
CG15864,CG15864,protein_coding,1542,FBgn0040528
mtg,mtg,protein_coding,2402,FBgn0260386
CR18228,CR18228,pseudogene,992,FBgn0037560
RpA-70,RpA-70,protein_coding,2135,FBgn0010173
Mcm2,Mcm2,protein_coding,2898,FBgn0014861
CG9630,CG9630,protein_coding,1954,FBgn0037561
ato,ato,protein_coding,1223,FBgn0010433
lncRNA:CR44318,lncRNA:CR44318,ncRNA,465,FBgn0265377
Nazo,Nazo,protein_coding,681,FBgn0037562
CG11672,CG11672,protein_coding,1122,FBgn0037563
CG31464,CG31464,protein_coding,741,FBgn0051464
CG31463,CG31463,protein_coding,1275,FBgn0051463
CG9626,CG9626,protein_coding,5570,FBgn0037565
mRpL1,mRpL1,protein_coding,1220,FBgn0037566
nac,nac,protein_coding,1225,FBgn0265351
Sgt1,Sgt1,protein_coding,1085,FBgn0265101
tex,tex,protein_coding,1063,FBgn0037569
mir-4918,mir-4918,pre_miRNA,55,FBgn0263550
CG11693,CG11693,protein_coding,1898,FBgn0037570
CG11694,CG11694,protein_coding,935,FBgn0037571
CG11698,CG11698,protein_coding,910,FBgn0037572
CG7483,CG7483,protein_coding,1481,FBgn0037573
Coq2,Coq2,protein_coding,1643,FBgn0037574
lncRNA:CR45215,lncRNA:CR45215,ncRNA,1023,FBgn0266742
Ctr1B,Ctr1B,protein_coding,953,FBgn0062412
Poxm,Poxm,protein_coding,2566,FBgn0003129
Or85a,Or85a,protein_coding,1194,FBgn0037576
CG7443,CG7443,protein_coding,616,FBgn0037577
COX7A,COX7A,protein_coding,697,FBgn0040529
Arl2,Arl2,protein_coding,656,FBgn0004908
CG9601,CG9601,protein_coding,1856,FBgn0037578
COX7AL,COX7AL,protein_coding,587,FBgn0037579
DppIII,DppIII,protein_coding,2613,FBgn0037580
CG7352,CG7352,protein_coding,1581,FBgn0037581
mir-9380,mir-9380,pre_miRNA,77,FBgn0283560
Atg13,Atg13,protein_coding,3003,FBgn0261108
stck,stck,protein_coding,1583,FBgn0020249
CG9684,CG9684,protein_coding,2146,FBgn0037583
CG7963,CG7963,protein_coding,1069,FBgn0037584
CG45263,CG45263,protein_coding,13576,FBgn0266801
lncRNA:CR46126,lncRNA:CR46126,ncRNA,383,FBgn0267801
Obp85a,Obp85a,protein_coding,543,FBgn0037589
lncRNA:CR46125,lncRNA:CR46125,ncRNA,960,FBgn0267800
Or85b,Or85b,protein_coding,1173,FBgn0037590
Or85c,Or85c,protein_coding,1170,FBgn0037591
lncRNA:CR46228,lncRNA:CR46228,ncRNA,342,FBgn0267948
CG11737,CG11737,protein_coding,2324,FBgn0037592
CG31454,CG31454,protein_coding,1736,FBgn0051454
CG31259,CG31259,protein_coding,2464,FBgn0051259
CG11741,CG11741,protein_coding,455,FBgn0040531
lncRNA:CR45575,lncRNA:CR45575,ncRNA,365,FBgn0267135
lncRNA:CR45574,lncRNA:CR45574,ncRNA,476,FBgn0267134
Or85d,Or85d,protein_coding,1239,FBgn0037594
pch2,pch2,protein_coding,2108,FBgn0051453
mRpS18A,mRpS18A,protein_coding,581,FBgn0051450
CG31460,CG31460,protein_coding,717,FBgn0051460
asRNA:CR44291,asRNA:CR44291,ncRNA,823,FBgn0265318
Cenp-C,Cenp-C,protein_coding,4682,FBgn0266916
5-HT2B,5-HT2B,protein_coding,6333,FBgn0261929
lncRNA:CR46124,lncRNA:CR46124,ncRNA,320,FBgn0267799
Or85e,Or85e,protein_coding,1404,FBgn0026399
tRNA:Tyr-GTA-1-4,tRNA:Tyr-GTA-1-4,tRNA,73,FBgn0012028
tRNA:Tyr-GTA-1-5,tRNA:Tyr-GTA-1-5,tRNA,73,FBgn0012027
Cyp313b1,Cyp313b1,protein_coding,2138,FBgn0037601
Mkk4,Mkk4,protein_coding,4110,FBgn0024326
SLIRP2,SLIRP2,protein_coding,410,FBgn0037602
Dhod,Dhod,protein_coding,1472,FBgn0000447
CG11753,CG11753,protein_coding,804,FBgn0037603
CG42489,CG42489,protein_coding,658,FBgn0259992
bel,bel,protein_coding,3970,FBgn0263231
p,p,protein_coding,3297,FBgn0086679
CG8032,CG8032,protein_coding,2796,FBgn0037606
CG8036,CG8036,protein_coding,2748,FBgn0037607
tRNA:Tyr-GTA-1-6,tRNA:Tyr-GTA-1-6,tRNA,73,FBgn0012026
tRNA:Tyr-GTA-1-7,tRNA:Tyr-GTA-1-7,tRNA,73,FBgn0012025
tRNA:Tyr-GTA-1-8,tRNA:Tyr-GTA-1-8,tRNA,73,FBgn0012024
mRpL19,mRpL19,protein_coding,1036,FBgn0037608
CG9773,CG9773,protein_coding,1021,FBgn0037609
CG8043,CG8043,protein_coding,1254,FBgn0037610
CG11755,CG11755,protein_coding,946,FBgn0037611
CG33325,CG33325,protein_coding,965,FBgn0053325
lncRNA:CR44937,lncRNA:CR44937,ncRNA,455,FBgn0266242
CG44227,CG44227,protein_coding,384,FBgn0265158
hb,hb,protein_coding,3835,FBgn0001180
Cks85A,Cks85A,protein_coding,3024,FBgn0037613
CG8112,CG8112,protein_coding,2229,FBgn0037612
TMEM216,TMEM216,protein_coding,2812,FBgn0037614
CG11760,CG11760,protein_coding,1908,FBgn0037615
CG8136,CG8136,protein_coding,1620,FBgn0037616
nom,nom,protein_coding,1862,FBgn0037617
ouib,ouib,protein_coding,1141,FBgn0037618
CG8159,CG8159,protein_coding,1328,FBgn0037619
ranshi,ranshi,protein_coding,1159,FBgn0037620
M1BP,M1BP,protein_coding,1519,FBgn0037621
CG8202,CG8202,protein_coding,3092,FBgn0037622
CG9801,CG9801,protein_coding,3659,FBgn0037623
CG8223,CG8223,protein_coding,2253,FBgn0037624
CG11768,CG11768,protein_coding,7452,FBgn0037625
CG34135,CG34135,protein_coding,7398,FBgn0083971
asRNA:CR44228,asRNA:CR44228,ncRNA,1853,FBgn0265159
CG8236,CG8236,protein_coding,1562,FBgn0037626
CG13318,CG13318,protein_coding,1271,FBgn0037627
CG34301,CG34301,protein_coding,307,FBgn0085330
Pif1A,Pif1A,protein_coding,9951,FBgn0261015
Pif1B,Pif1B,protein_coding,9209,FBgn0046874
CG33191,CG33191,protein_coding,1545,FBgn0053191
CG33189,CG33189,protein_coding,677,FBgn0053189
Ir85a,Ir85a,protein_coding,2139,FBgn0037630
CCT7,CCT7,protein_coding,1964,FBgn0037632
CG9839,CG9839,protein_coding,2186,FBgn0037633
hng2,hng2,protein_coding,1207,FBgn0037634
CG9837,CG9837,protein_coding,2642,FBgn0037635
aqz,aqz,protein_coding,6529,FBgn0286516
lncRNA:CR43130,lncRNA:CR43130,ncRNA,293,FBgn0262604
CG8369,CG8369,protein_coding,774,FBgn0040532
IscU,IscU,protein_coding,955,FBgn0037637
CG8379,CG8379,protein_coding,2450,FBgn0037638
pyd,pyd,protein_coding,15772,FBgn0262614
tRNA:Arg-TCG-2-3,tRNA:Arg-TCG-2-3,tRNA,73,FBgn0011966
tRNA:Arg-TCG-2-4,tRNA:Arg-TCG-2-4,tRNA,73,FBgn0053551
asRNA:CR44020,asRNA:CR44020,ncRNA,820,FBgn0264790
osk,osk,protein_coding,2869,FBgn0003015
lncRNA:osk,lncRNA:osk,ncRNA,2335,FBgn0286867
ScsbetaA,ScsbetaA,protein_coding,2282,FBgn0037643
CG11964,CG11964,protein_coding,1885,FBgn0037644
ich,ich,protein_coding,4569,FBgn0286204
CAHbeta,CAHbeta,protein_coding,1142,FBgn0037646
RagA-B,RagA-B,protein_coding,1408,FBgn0037647
CG11970,CG11970,protein_coding,5607,FBgn0027503
E(var)3-9,E(var)3-9,protein_coding,2136,FBgn0260243
CG11975,CG11975,protein_coding,1733,FBgn0037648
CG31100,CG31100,protein_coding,2688,FBgn0051100
CG11977,CG11977,protein_coding,857,FBgn0037650
CG11980,CG11980,protein_coding,1238,FBgn0037652
Prosbeta3,Prosbeta3,protein_coding,914,FBgn0026380
Iru,Iru,protein_coding,1575,FBgn0037653
CG11983,CG11983,protein_coding,1813,FBgn0037654
Kcmf1,Kcmf1,protein_coding,2989,FBgn0037655
Sf3b5,Sf3b5,protein_coding,370,FBgn0040534
CG11986,CG11986,protein_coding,1262,FBgn0037656
tgo,tgo,protein_coding,3108,FBgn0264075
neur,neur,protein_coding,4309,FBgn0002932
asRNA:CR31429,asRNA:CR31429,ncRNA,1893,FBgn0063298
hyx,hyx,protein_coding,2479,FBgn0037657
Nmdmc,Nmdmc,protein_coding,1516,FBgn0010222
Rel,Rel,protein_coding,3499,FBgn0014018
Mst85C,Mst85C,protein_coding,1463,FBgn0028708
Kdm2,Kdm2,protein_coding,5489,FBgn0037659
beag,beag,protein_coding,1882,FBgn0037660
Ada,Ada,protein_coding,1121,FBgn0037661
pum,pum,protein_coding,11798,FBgn0003165
CG11997,CG11997,protein_coding,1525,FBgn0037662
lncRNA:CR45196,lncRNA:CR45196,ncRNA,797,FBgn0266706
D1,D1,protein_coding,1877,FBgn0000412
Vps15,Vps15,protein_coding,4542,FBgn0260935
CG8420,CG8420,protein_coding,2330,FBgn0037664
St2,St2,protein_coding,1528,FBgn0037665
CR16735,CR16735,pseudogene,1139,FBgn0037666
CG16734,CG16734,protein_coding,1393,FBgn0037667
CG16736,CG16736,protein_coding,908,FBgn0037668
Ibf2,Ibf2,protein_coding,708,FBgn0037669
Ibf1,Ibf1,protein_coding,963,FBgn0037670
ATP6AP2,ATP6AP2,protein_coding,1468,FBgn0037671
sage,sage,protein_coding,1428,FBgn0037672
TrpRS,TrpRS,protein_coding,1683,FBgn0010803
Vps16A,Vps16A,protein_coding,2741,FBgn0285911
lncRNA:CR46350,lncRNA:CR46350,ncRNA,651,FBgn0286030
CG8861,CG8861,protein_coding,2682,FBgn0037676
HP1e,HP1e,protein_coding,592,FBgn0037675
CG12951,CG12951,protein_coding,857,FBgn0037677
CG16749,CG16749,protein_coding,873,FBgn0037678
Aduk,Aduk,protein_coding,2113,FBgn0037679
pasi2,pasi2,protein_coding,1748,FBgn0037680
lncRNA:CR43301,lncRNA:CR43301,ncRNA,1770,FBgn0262993
CG45050,CG45050,protein_coding,8254,FBgn0266410
snoRNA:Me18S-G1358a,snoRNA:Me18S-G1358a,snoRNA,75,FBgn0086053
snoRNA:Me18S-G1358b,snoRNA:Me18S-G1358b,snoRNA,75,FBgn0086054
CG43675,CG43675,protein_coding,2964,FBgn0263750
CG18473,CG18473,protein_coding,1282,FBgn0037683
Srr,Srr,protein_coding,1727,FBgn0037684
FER,FER,protein_coding,5437,FBgn0000723
asRNA:CR46145,asRNA:CR46145,ncRNA,848,FBgn0267820
Or85f,Or85f,protein_coding,1179,FBgn0037685
CG34117,CG34117,protein_coding,428,FBgn0083953
RpL34b,RpL34b,protein_coding,927,FBgn0037686
CG8132,CG8132,protein_coding,1069,FBgn0037687
CG9356,CG9356,protein_coding,1578,FBgn0037688
CG8135,CG8135,protein_coding,2767,FBgn0037689
BBIP1,BBIP1,protein_coding,2767,FBgn0260237
CG44261,CG44261,protein_coding,476,FBgn0265201
betaTub85D,betaTub85D,protein_coding,1841,FBgn0003889
Task7,Task7,protein_coding,1727,FBgn0037690
alpha-Man-IIa,alpha-Man-IIa,protein_coding,4002,FBgn0011740
ps,ps,protein_coding,13660,FBgn0261552
GstZ1,GstZ1,protein_coding,913,FBgn0037696
GstZ2,GstZ2,protein_coding,2325,FBgn0037697
CG16779,CG16779,protein_coding,12531,FBgn0037698
lncRNA:CR45203,lncRNA:CR45203,ncRNA,612,FBgn0266730
phu,phu,protein_coding,1862,FBgn0043791
RhoL,RhoL,protein_coding,1412,FBgn0014380
CG8149,CG8149,protein_coding,1156,FBgn0037700
rump,rump,protein_coding,2358,FBgn0267790
Ras85D,Ras85D,protein_coding,1958,FBgn0003205
Rlb1,Rlb1,protein_coding,1444,FBgn0014022
mRpL47,mRpL47,protein_coding,905,FBgn0014023
JHDM2,JHDM2,protein_coding,3186,FBgn0037703
CG8176,CG8176,protein_coding,5116,FBgn0037702
mir-2283,mir-2283,pre_miRNA,76,FBgn0262180
by,by,protein_coding,4774,FBgn0000244
mura,mura,protein_coding,7274,FBgn0037705
lncRNA:CR42549,lncRNA:CR42549,ncRNA,1968,FBgn0260722
RnpS1,RnpS1,protein_coding,1370,FBgn0037707
CG9386,CG9386,protein_coding,1652,FBgn0037708
CG8199,CG8199,protein_coding,1750,FBgn0037709
AP-1mu,AP-1mu,protein_coding,1755,FBgn0024833
MBD-like,MBD-like,protein_coding,1225,FBgn0027950
CG9393,CG9393,protein_coding,1589,FBgn0037710
Vps45,Vps45,protein_coding,2055,FBgn0261049
CG16789,CG16789,protein_coding,2734,FBgn0037712
CG16790,CG16790,protein_coding,1028,FBgn0037713
CG9396,CG9396,protein_coding,681,FBgn0037714
CG9399,CG9399,protein_coding,1410,FBgn0037715
Kap-alpha3,Kap-alpha3,protein_coding,2867,FBgn0027338
Son,Son,protein_coding,3125,FBgn0037716
CG8301,CG8301,protein_coding,3094,FBgn0037717
CG33654,CG33654,protein_coding,507,FBgn0053654
P58IPK,P58IPK,protein_coding,2217,FBgn0037718
bocks,bocks,protein_coding,1535,FBgn0037719
CG8312,CG8312,protein_coding,4218,FBgn0037720
CG9427,CG9427,protein_coding,961,FBgn0037721
CG8319,CG8319,protein_coding,1295,FBgn0037722
Calr,Calr,protein_coding,1677,FBgn0005585
sisRNA:CR46357,sisRNA:CR46357,ncRNA,186,FBgn0286035
SpdS,SpdS,protein_coding,1705,FBgn0037723
asRNA:CR45053,asRNA:CR45053,ncRNA,1042,FBgn0266413
Scm,Scm,protein_coding,4069,FBgn0003334
Dh44,Dh44,protein_coding,2402,FBgn0012344
Fst,Fst,protein_coding,1177,FBgn0037724
CG9492,CG9492,protein_coding,14650,FBgn0037726
CR43441,CR43441,pseudogene,570,FBgn0263389
Nepl12,Nepl12,protein_coding,2197,FBgn0037727
p23,p23,protein_coding,1120,FBgn0037728
nmdyn-D7,nmdyn-D7,protein_coding,1392,FBgn0028997
CG9444,CG9444,protein_coding,2062,FBgn0037730
eca,eca,protein_coding,946,FBgn0069242
CG18542,CG18542,protein_coding,1263,FBgn0037731
Unc-115b,Unc-115b,protein_coding,3984,FBgn0260463
p24-2,p24-2,protein_coding,3554,FBgn0053105
CG32939,CG32939,protein_coding,1264,FBgn0052939
Unc-115a,Unc-115a,protein_coding,4280,FBgn0051352
trbd,trbd,protein_coding,3679,FBgn0037734
dmt,dmt,protein_coding,3190,FBgn0278604
scaRNA:PsiU1-6,scaRNA:PsiU1-6,snoRNA,159,FBgn0263477
hyd,hyd,protein_coding,9083,FBgn0002431
FoxP,FoxP,protein_coding,4391,FBgn0262477
alphaTub85E,alphaTub85E,protein_coding,1560,FBgn0003886
side-VII,side-VII,protein_coding,4429,FBgn0037736
Pnn,Pnn,protein_coding,1847,FBgn0037737
CG34409,CG34409,protein_coding,2214,FBgn0085438
CG31415,CG31415,protein_coding,720,FBgn0051415
CG12948,CG12948,protein_coding,1519,FBgn0037739
PpD3,PpD3,protein_coding,2509,FBgn0005777
CG16908,CG16908,protein_coding,3376,FBgn0037741
Rpt3R,Rpt3R,protein_coding,1452,FBgn0037742
CG8412,CG8412,protein_coding,2527,FBgn0037743
Mpi,Mpi,protein_coding,1410,FBgn0286506
Snap24,Snap24,protein_coding,1846,FBgn0266720
CG8478,CG8478,protein_coding,2281,FBgn0037746
MED6,MED6,protein_coding,2121,FBgn0024330
Naa80,Naa80,protein_coding,1506,FBgn0037747
CG9471,CG9471,protein_coding,956,FBgn0037749
Whamy,Whamy,protein_coding,2184,FBgn0037750
topi,topi,protein_coding,2652,FBgn0037751
RpS29,RpS29,protein_coding,1007,FBgn0261599
snoRNA:Psi18S-1275,snoRNA:Psi18S-1275,snoRNA,140,FBgn0086663
asRNA:CR31514,asRNA:CR31514,ncRNA,3175,FBgn0051514
CG12947,CG12947,protein_coding,1695,FBgn0037753
MtnA,MtnA,protein_coding,700,FBgn0002868
CG8500,CG8500,protein_coding,3500,FBgn0037754
CG12945,CG12945,protein_coding,3095,FBgn0037755
CG8507,CG8507,protein_coding,1384,FBgn0037756
CG8516,CG8516,protein_coding,3515,FBgn0037757
asRNA:CR46144,asRNA:CR46144,ncRNA,1043,FBgn0267819
CG9467,CG9467,protein_coding,3180,FBgn0037758
CG8526,CG8526,protein_coding,2069,FBgn0037759
FBXO11,FBXO11,protein_coding,5638,FBgn0037760
